   3.0000000e+00   3.8149412e-01   2.0643883e-01   8.2562033e-01
   3.3444444e+00   4.0129345e-01   2.2296098e-01   8.2589551e-01
   3.6888889e+00   4.1353844e-01   2.3658791e-01   8.0548308e-01
   4.0333333e+00   4.1979592e-01   2.4733633e-01   7.7606715e-01
   4.3777778e+00   4.1980780e-01   2.5493216e-01   7.3799374e-01
   4.7222222e+00   4.1190857e-01   2.5870757e-01   6.8713091e-01
   5.0666667e+00   3.9713578e-01   2.5885231e-01   6.2824525e-01
   5.4111111e+00   3.7574810e-01   2.5524957e-01   5.6302835e-01
   5.7555556e+00   3.4862924e-01   2.4789229e-01   4.9441234e-01
   6.1000000e+00   3.2146842e-01   2.3914443e-01   4.3320826e-01
