   1.0000000e+00   2.2283839e-01   3.3000000e-01
   1.1513954e+00   2.5944402e-01   3.7996048e-01
   1.3257114e+00   3.0322498e-01   4.3748475e-01
   1.5264180e+00   3.5535878e-01   5.0371793e-01
   1.7575106e+00   4.1720783e-01   5.7997851e-01
   2.0235896e+00   4.9034557e-01   6.6778458e-01
   2.3299518e+00   5.7658688e-01   7.6888410e-01
   2.6826958e+00   6.7802345e-01   8.8528961e-01
   3.0888436e+00   7.9706492e-01   1.0193184e+00
   3.5564803e+00   9.3648650e-01   1.1736385e+00
   4.0949151e+00   1.0994840e+00   1.3513220e+00
   4.7148664e+00   1.2897377e+00   1.5559059e+00
   5.4286754e+00   1.5114855e+00   1.7914629e+00
   6.2505519e+00   1.7696079e+00   2.0626821e+00
   7.1968567e+00   2.0697256e+00   2.3749627e+00
   8.2864277e+00   2.4183119e+00   2.7345212e+00
   9.5409548e+00   2.8228228e+00   3.1485151e+00
   1.0985411e+01   3.2918454e+00   3.6251858e+00
   1.2648552e+01   3.8352708e+00   4.1740222e+00
   1.4563485e+01   4.4644912e+00   4.8059500e+00
   1.6768329e+01   5.1926286e+00   5.5335487e+00
   1.9306977e+01   6.0347963e+00   6.3713025e+00
   2.2229965e+01   7.0084021e+00   7.3358884e+00
   2.5595479e+01   8.1334955e+00   8.4465081e+00
   2.9470517e+01   9.4270123e+00   9.7252706e+00
   3.3932218e+01   1.0927889e+01   1.1197632e+01
   3.9069399e+01   1.2660590e+01   1.2892902e+01
   4.4984327e+01   1.4660393e+01   1.4844828e+01
   5.1794747e+01   1.6967923e+01   1.7092266e+01
   5.9636233e+01   1.9629971e+01   1.9679957e+01
   6.8664885e+01   2.2700420e+01   2.2659412e+01
   7.9060432e+01   2.6241325e+01   2.6089943e+01
   9.1029818e+01   3.0324151e+01   3.0039840e+01
   1.0481131e+02   3.5031198e+01   3.4587733e+01
   1.2067926e+02   4.0457245e+01   3.9824157e+01
   1.3894955e+02   4.6711441e+01   4.5853351e+01
   1.5998587e+02   5.3919486e+01   5.2795338e+01
   1.8420700e+02   6.2226141e+01   6.0788309e+01
   2.1209509e+02   7.1798123e+01   6.9991379e+01
   2.4420531e+02   8.2827439e+01   8.0587752e+01
   2.8117687e+02   9.5535230e+01   9.2788367e+01
   3.2374575e+02   1.1017620e+02   1.0683610e+02
   3.7275937e+02   1.2704374e+02   1.2301059e+02
   4.2919343e+02   1.4647579e+02   1.4163383e+02
   4.9417134e+02   1.6886171e+02   1.6307654e+02
   5.6898660e+02   1.9465008e+02   1.8776558e+02
   6.5512856e+02   2.2435781e+02   2.1619242e+02
   7.5431201e+02   2.5858069e+02   2.4892296e+02
   8.6851137e+02   2.9800551e+02   2.8660875e+02
   1.0000000e+03   3.4342423e+02   3.3000000e+02
