   1.0000000e+16   3.9362835e-15   9.2042434e-21  1.5034323e-167
   1.3257114e+16   3.1197053e-15   3.3245330e-19  4.7453549e-132
   1.7575106e+16   2.2654017e-15   4.4049868e-18  1.1878050e-104
   2.3299518e+16   1.5430759e-15   2.7069194e-17   1.5495504e-83
   3.0888436e+16   1.0036291e-15   9.2462757e-17   2.7215093e-67
   4.0949151e+16   6.3173785e-16   2.0187328e-16   8.0424454e-55
   5.4286754e+16   3.8873652e-16   3.1371715e-16   2.8419343e-45
   7.1968567e+16   2.3560862e-16   3.7695119e-16   5.5028499e-38
   9.5409548e+16   1.4143487e-16   3.7317650e-16   1.9023551e-32
   1.2648552e+17   8.4433821e-17   3.1957293e-16   2.9350142e-28
   1.6768329e+17   5.0274283e-17   2.4570557e-16   4.1115683e-25
   2.2229965e+17   2.9919181e-17   1.7448966e-16   9.0676216e-23
   2.9470517e+17   1.7821945e-17   1.1694841e-16   4.8211085e-21
   3.9069399e+17   1.0636097e-17   7.5192095e-17   8.5937618e-20
   5.1794747e+17   6.3635336e-18   4.6950284e-17   6.6272440e-19
   6.8664885e+17   3.8181958e-18   2.8733436e-17   2.6923368e-18
   9.1029818e+17   2.2979247e-18   1.7353657e-17   6.7076689e-18
   1.2067926e+18   1.3872268e-18   1.0395335e-17   1.1521848e-17
   1.5998587e+18   8.3998132e-19   6.1990701e-18   1.4932137e-17
   2.1209509e+18   5.1009592e-19   3.6897983e-18   1.5647383e-17
   2.8117687e+18   3.1061799e-19   2.1962197e-18   1.3981012e-17
   3.7275937e+18   1.8963408e-19   1.3088855e-18   1.1093083e-17
   4.9417134e+18   1.1604832e-19   7.8171297e-19   8.0619782e-18
   6.5512856e+18   7.1172229e-20   4.6810235e-19   5.4946958e-18
   8.6851137e+18   4.3737037e-20   2.8113103e-19   3.5753261e-18
   1.1513954e+19   2.6926272e-20   1.6935767e-19   2.2511777e-18
   1.5264180e+19   1.6604138e-20   1.0233666e-19   1.3855337e-18
   2.0235896e+19   1.0254149e-20   6.2023269e-20   8.3986778e-19
   2.6826958e+19   6.3410521e-21   3.7698011e-20   5.0421008e-19
   3.5564803e+19   3.9259225e-21   2.2974774e-20   3.0101646e-19
   4.7148664e+19   2.4332478e-21   1.4036978e-20   1.7923657e-19
   6.2505519e+19   1.5095435e-21   8.5961212e-21   1.0666675e-19
   8.2864277e+19   9.3729173e-22   5.2753911e-21   6.3537107e-20
   1.0985411e+20   5.8241603e-22   3.2437602e-21   3.7917865e-20
   1.4563485e+20   3.6214698e-22   1.9980527e-21   2.2685425e-20
   1.9306977e+20   2.2531848e-22   1.2326957e-21   1.3611079e-20
   2.5595479e+20   1.4026197e-22   7.6160044e-22   8.1913496e-21
   3.3932218e+20   8.7355079e-23   4.7114826e-22   4.9448431e-21
   4.4984327e+20   5.4427479e-23   2.9180255e-22   2.9940599e-21
   5.9636233e+20   3.3924182e-23   1.8091258e-22   1.8181477e-21
   7.9060432e+20   2.1151600e-23   1.1226608e-22   1.1071111e-21
   1.0481131e+21   1.3191779e-23   6.9724448e-23   6.7587929e-22
   1.3894955e+21   8.2295337e-24   4.3335036e-23   4.1360017e-22
   1.8420700e+21   5.1350648e-24   2.6951048e-23   2.5365440e-22
   2.4420531e+21   3.2048228e-24   1.6771157e-23   1.5587343e-22
   3.2374575e+21   2.0005037e-24   1.0441745e-23   9.5960099e-23
   4.2919343e+21   1.2489440e-24   6.5040023e-24   5.9172964e-23
   5.6898660e+21   7.7984251e-25   4.0528763e-24   3.6542640e-23
   7.5431201e+21   4.8699459e-25   2.5263942e-24   2.2597249e-23
   1.0000000e+22   3.0415043e-25   1.5753469e-24   1.3990414e-23
