   1.0000000e-01   3.8154240e+18   3.3333322e+02   9.9999950e-01   9.9999995e-01
   1.1513954e-01   4.0940680e+18   3.3333182e+02   9.9999320e-01   9.9999901e-01
   1.3257114e-01   4.3930616e+18   3.3331653e+02   9.9992441e-01   9.9999055e-01
   1.5264180e-01   4.7138911e+18   3.3321599e+02   9.9947199e-01   9.9992490e-01
   1.7575106e-01   5.0581510e+18   3.3277232e+02   9.9747652e-01   9.9959282e-01
   2.0235896e-01   5.4275525e+18   3.3136324e+02   9.9114769e-01   9.9838418e-01
   2.3299518e-01   5.8239317e+18   3.2794460e+02   9.7584900e-01   9.9502964e-01
   2.6826958e-01   6.2492590e+18   3.2128161e+02   9.4626045e-01   9.8757700e-01
   3.0888436e-01   6.7056482e+18   3.1039742e+02   8.9858479e-01   9.7377730e-01
   3.5564803e-01   7.1953680e+18   2.9496216e+02   8.3239867e-01   9.5175417e-01
   4.0949151e-01   7.7208525e+18   2.7540459e+02   7.5099785e-01   9.2060772e-01
   4.7148664e-01   8.2847136e+18   2.5274377e+02   6.6024125e-01   8.8066550e-01
   5.4286754e-01   8.8897541e+18   2.2828363e+02   5.6675343e-01   8.3333172e-01
   6.2505519e-01   9.5389812e+18   2.0332092e+02   4.7638179e-01   7.8068350e-01
   7.1968567e-01   1.0235622e+19   1.7894862e+02   3.9334589e-01   7.2501483e-01
   8.2864277e-01   1.0983139e+19   1.5596830e+02   3.2006386e-01   6.6847103e-01
   9.5409548e-01   1.1785248e+19   1.3488532e+02   2.5741225e-01   6.1282920e-01
   1.0985411e+00   1.2645936e+19   1.1595177e+02   2.0516266e-01   5.5941391e-01
   1.2648552e+00   1.3569480e+19   9.9227673e+01   1.6241700e-01   5.0910858e-01
   1.4563485e+00   1.4560472e+19   8.4641764e+01   1.2795563e-01   4.6241955e-01
   1.6768329e+00   1.5623837e+19   7.2042671e+01   1.0047710e-01   4.1955955e-01
   1.9306977e+00   1.6764861e+19   6.1237687e+01   7.8742755e-02   3.8052986e-01
   2.2229965e+00   1.7989214e+19   5.2019726e+01   6.1650213e-02   3.4519073e-01
   2.5595479e+00   1.9302984e+19   4.4184678e+01   4.8260307e-02   3.1331679e-01
   2.9470517e+00   2.0712699e+19   3.7541538e+01   3.7796422e-02   2.8463766e-01
   3.3932218e+00   2.2225366e+19   3.1917600e+01   2.9629751e-02   2.5886621e-01
   3.9069399e+00   2.3848506e+19   2.7160277e+01   2.3258623e-02   2.3571710e-01
   4.4984327e+00   2.5590185e+19   2.3136987e+01   1.8287020e-02   2.1491814e-01
   5.1794747e+00   2.7459060e+19   1.9733866e+01   1.4404596e-02   1.9621659e-01
   5.9636233e+00   2.9464421e+19   1.6853948e+01   1.1369342e-02   1.7938207e-01
   6.8664885e+00   3.1616235e+19   1.4415135e+01   8.9931322e-03   1.6420729e-01
   7.9060432e+00   3.3925199e+19   1.2348199e+01   7.1299810e-03   1.5050736e-01
   9.1029818e+00   3.6402788e+19   1.0594915e+01   5.6666870e-03   1.3811839e-01
   1.0481131e+01   3.9061318e+19   9.1063898e+00   4.5154643e-03   1.2689572e-01
   1.2067926e+01   4.1914002e+19   7.8415923e+00   3.6081908e-03   1.1671196e-01
   1.3894955e+01   4.4975021e+19   6.7660931e+00   2.8919455e-03   1.0745507e-01
   1.5998587e+01   4.8259590e+19   5.8509902e+00   2.3255584e-03   9.9026585e-02
   1.8420700e+01   5.1784033e+19   5.0719991e+00   1.8769470e-03   9.1339903e-02
   2.1209509e+01   5.5565869e+19   4.4086946e+00   1.5210669e-03   8.4318819e-02
   2.4420531e+01   5.9623897e+19   3.8438708e+00   1.2383303e-03   7.7896184e-02
   2.8117687e+01   6.3978286e+19   3.3630080e+00   1.0133868e-03   7.2012731e-02
   3.2374575e+01   6.8650681e+19   2.9538312e+00   8.3418413e-04   6.6616057e-02
   3.7275937e+01   7.3664305e+19   2.6059323e+00   6.9123889e-04   6.1659732e-02
   4.2919343e+01   7.9044078e+19   2.3104629e+00   5.7707465e-04   5.7102532e-02
   4.9417134e+01   8.4816741e+19   2.0598732e+00   4.8578520e-04   5.2907771e-02
   5.6898660e+01   9.1010988e+19   1.8476966e+00   4.1269535e-04   4.9042728e-02
   6.5512856e+01   9.7657606e+19   1.6683806e+00   3.5410031e-04   4.5478152e-02
   7.5431201e+01   1.0478963e+20   1.5171566e+00   3.0706424e-04   4.2187834e-02
   8.6851137e+01   1.1244252e+20   1.3919849e+00   2.6985810e-04   3.9148236e-02
   1.0000000e+02   1.2065430e+20   1.2860751e+00   2.3965316e-04   3.6338177e-02
