   1.0000000e+12   1.8803566e-11   1.6005744e-10
   1.3257114e+12   2.3818235e-11   1.0604748e-10
   1.7575106e+12   2.5604025e-11   7.0262702e-11
   2.3299518e+12   2.4265991e-11   4.6553179e-11
   3.0888436e+12   2.0882353e-11   3.0844223e-11
   4.0949151e+12   1.6693067e-11   2.0436114e-11
   5.4286754e+12   1.2615104e-11   1.3540129e-11
   7.1968567e+12   9.1351316e-12   8.9711331e-12
   9.5409548e+12   6.4050620e-12   5.9439040e-12
   1.2648552e+13   4.3831141e-12   3.9381865e-12
   1.6768329e+13   2.9454301e-12   2.6092805e-12
   2.2229965e+13   1.9527683e-12   1.7288020e-12
   2.9470517e+13   1.2818448e-12   1.1454331e-12
   3.9069399e+13   8.3536772e-13   7.5891692e-13
   5.1794747e+13   5.4158435e-13   5.0282716e-13
   6.8664885e+13   3.4984024e-13   3.3315261e-13
   9.1029818e+13   2.2541845e-13   2.2073322e-13
   1.2067926e+14   1.4500979e-13   1.4624876e-13
   1.5998587e+14   9.3189619e-14   9.6898418e-14
   2.1209509e+14   5.9854901e-14   6.4200909e-14
   2.8117687e+14   3.8435912e-14   4.2536883e-14
   3.7275937e+14   2.4682028e-14   2.8183190e-14
   4.9417134e+14   1.5852572e-14   1.8673024e-14
   6.5512856e+14   1.0184493e-14   1.2371978e-14
   8.6851137e+14   6.5452753e-15   8.1971640e-15
   1.1513954e+15   4.2080477e-15   5.4311039e-15
   1.5264180e+15   2.7064743e-15   3.5984262e-15
   2.0235896e+15   1.7413959e-15   2.3841693e-15
   2.6826958e+15   1.1208745e-15   1.5796526e-15
   3.5564803e+15   7.2173010e-16   1.0466129e-15
   4.7148664e+15   4.6488099e-16   6.9344267e-16
   6.2505519e+15   2.9953505e-16   4.5944661e-16
   8.2864277e+15   1.9305530e-16   3.0441044e-16
   1.0985411e+16   1.2446102e-16   2.0168985e-16
   1.4563485e+16   8.0258707e-17   1.3363140e-16
   1.9306977e+16   5.1766426e-17   8.8538674e-17
   2.5595479e+16   3.3395817e-17   5.8662086e-17
   3.3932218e+16   2.1548404e-17   3.8867087e-17
   4.4984327e+16   1.3906224e-17   2.5751734e-17
   5.9636233e+16   8.9756735e-18   1.7062041e-17
   7.9060432e+16   5.7940446e-18   1.1304607e-17
   1.0481131e+17   3.7406535e-18   7.4899678e-18
   1.3894955e+17   2.4152297e-18   4.9625448e-18
   1.8420700e+17   1.5595876e-18   3.2879782e-18
   2.4420531e+17   1.0071565e-18   2.1784792e-18
   3.2374575e+17   6.5045319e-19   1.4433708e-18
   4.2919343e+17   4.2011038e-19   9.5631815e-19
   5.6898660e+17   2.7135378e-19   6.3361710e-19
   7.5431201e+17   1.7527927e-19   4.1980865e-19
   1.0000000e+18   1.1322569e-19   2.7814795e-19
