   1.0000000e+00   2.4341613e-01   4.4000000e-01
   1.1513954e+00   2.9790595e-01   4.7213361e-01
   1.3257114e+00   3.5667697e-01   5.0661398e-01
   1.5264180e+00   4.1927718e-01   5.4361247e-01
   1.7575106e+00   4.8533682e-01   5.8331300e-01
   2.0235896e+00   5.5457556e-01   6.2591290e-01
   2.3299518e+00   6.2680187e-01   6.7162391e-01
   2.6826958e+00   7.0190718e-01   7.2067323e-01
   3.0888436e+00   7.7985806e-01   7.7330467e-01
   3.5564803e+00   8.6068785e-01   8.2977984e-01
   4.0949151e+00   9.4448874e-01   8.9037944e-01
   4.7148664e+00   1.0314047e+00   9.5540469e-01
   5.4286754e+00   1.1216264e+00   1.0251788e+00
   6.2505519e+00   1.2153849e+00   1.1000486e+00
   7.1968567e+00   1.3129510e+00   1.1803861e+00
   8.2864277e+00   1.4146295e+00   1.2665909e+00
   9.5409548e+00   1.5207611e+00   1.3590912e+00
   1.0985411e+01   1.6317190e+00   1.4583469e+00
   1.2648552e+01   1.7479102e+00   1.5648513e+00
   1.4563485e+01   1.8697753e+00   1.6791339e+00
   1.6768329e+01   1.9977899e+00   1.8017626e+00
   1.9306977e+01   2.1324660e+00   1.9333470e+00
   2.2229965e+01   2.2743532e+00   2.0745412e+00
   2.5595479e+01   2.4240417e+00   2.2260469e+00
   2.9470517e+01   2.5821641e+00   2.3886172e+00
   3.3932218e+01   2.7493983e+00   2.5630602e+00
   3.9069399e+01   2.9264705e+00   2.7502428e+00
   4.4984327e+01   3.1141590e+00   2.9510957e+00
   5.1794747e+01   3.3132973e+00   3.1666170e+00
   5.9636233e+01   3.5247784e+00   3.3978780e+00
   6.8664885e+01   3.7495590e+00   3.6460282e+00
   7.9060432e+01   3.9886642e+00   3.9123011e+00
   9.1029818e+01   4.2431923e+00   4.1980201e+00
   1.0481131e+02   4.5143208e+00   4.5046055e+00
   1.2067926e+02   4.8033111e+00   4.8335810e+00
   1.3894955e+02   5.1115160e+00   5.1865820e+00
   1.5998587e+02   5.4403852e+00   5.5653630e+00
   1.8420700e+02   5.7914733e+00   5.9718066e+00
   2.1209509e+02   6.1664468e+00   6.4079333e+00
   2.4420531e+02   6.5670931e+00   6.8759107e+00
   2.8117687e+02   6.9953287e+00   7.3780649e+00
   3.2374575e+02   7.4532088e+00   7.9168919e+00
   3.7275937e+02   7.9429374e+00   8.4950700e+00
   4.2919343e+02   8.4668802e+00   9.1154730e+00
   4.9417134e+02   9.0275717e+00   9.7811845e+00
   5.6898660e+02   9.6277324e+00   1.0495514e+01
   6.5512856e+02   1.0270280e+01   1.1262011e+01
   7.5431201e+02   1.0958345e+01   1.2084486e+01
   8.6851137e+02   1.1695284e+01   1.2967027e+01
   1.0000000e+03   1.2484701e+01   1.3914022e+01
