3.679e17	9.833e-20
3.837e17	9.041e-20
4.734e17	6.352e-20
6.533e17	3.587e-20
8.524e17	2.279e-20
1.262e18	1.223e-20
1.693e18	7.026e-21
2.179e18	4.539e-21
2.542e18	3.469e-21
3.557e18	1.926e-21
5.491e18	9.350e-22
8.359e18	4.937e-22
1.346e19	2.651e-22
1.781e19	1.894e-22
3.957e19	9.194e-23
5.537e19	7.026e-23
1.026e20	5.105e-23
2.658e20	3.710e-23
4.655e20	2.356e-23
7.707e20	1.088e-23
1.157e21	5.020e-24
1.552e21	2.356e-24
2.234e21	9.669e-25
2.835e21	5.192e-25
3.547e21	2.651e-25
4.564e21	1.070e-25
