   5.4400000e+01   6.5841973e-02   1.1328765e-01   4.0219386e-01   6.7101021e-01
   5.8795960e+01   7.3459636e-02   1.2574357e-01   4.3211502e-01   6.3243430e-01
   6.3191919e+01   8.1254037e-02   1.3835421e-01   4.6042914e-01   5.9947267e-01
   6.7587879e+01   8.9204958e-02   1.5107973e-01   4.8715673e-01   5.7152259e-01
   7.1983838e+01   9.7293766e-02   1.6388423e-01   5.1233924e-01   5.4799975e-01
   7.6379798e+01   1.0550323e-01   1.7673531e-01   5.3603265e-01   5.2836411e-01
   8.0775758e+01   1.1381738e-01   1.8960373e-01   5.5830241e-01   5.1212955e-01
   8.5171717e+01   1.2222138e-01   2.0246318e-01   5.7921970e-01   4.9886513e-01
   8.9567677e+01   1.3070141e-01   2.1528997e-01   5.9885850e-01   4.8819214e-01
   9.3963636e+01   1.3924461e-01   2.2806281e-01   6.1729345e-01   4.7977947e-01
   9.8359596e+01   1.4783899e-01   2.4076267e-01   6.3459834e-01   4.7333829e-01
   1.0275556e+02   1.5647338e-01   2.5337251e-01   6.5084495e-01   4.6861691e-01
   1.0715152e+02   1.6513733e-01   2.6587718e-01   6.6610238e-01   4.6539593e-01
   1.1154747e+02   1.7382113e-01   2.7826326e-01   6.8043648e-01   4.6348402e-01
   1.1594343e+02   1.8251569e-01   2.9051887e-01   6.9390963e-01   4.6271404e-01
   1.2033939e+02   1.9121257e-01   3.0263363e-01   7.0658055e-01   4.6293984e-01
   1.2473535e+02   1.9990387e-01   3.1459846e-01   7.1850432e-01   4.6403341e-01
   1.2913131e+02   2.0858227e-01   3.2640550e-01   7.2973242e-01   4.6588241e-01
   1.3352727e+02   2.1724094e-01   3.3804803e-01   7.4031282e-01   4.6838816e-01
   1.3792323e+02   2.2587354e-01   3.4952033e-01   7.5029013e-01   4.7146378e-01
   1.4231919e+02   2.3447419e-01   3.6081764e-01   7.5970580e-01   4.7503273e-01
   1.4671515e+02   2.4303743e-01   3.7193604e-01   7.6859823e-01   4.7902744e-01
   1.5111111e+02   2.5155822e-01   3.8287239e-01   7.7700303e-01   4.8338823e-01
   1.5550707e+02   2.6003189e-01   3.9362427e-01   7.8495317e-01   4.8806229e-01
   1.5990303e+02   2.6845414e-01   4.0418988e-01   7.9247915e-01   4.9300288e-01
   1.6429899e+02   2.7682102e-01   4.1456802e-01   7.9960921e-01   4.9816859e-01
   1.6869495e+02   2.8512889e-01   4.2475803e-01   8.0636947e-01   5.0352271e-01
   1.7309091e+02   2.9337441e-01   4.3475970e-01   8.1278410e-01   5.0903266e-01
   1.7748687e+02   3.0155455e-01   4.4457326e-01   8.1887548e-01   5.1466956e-01
   1.8188283e+02   3.0966654e-01   4.5419932e-01   8.2466431e-01   5.2040776e-01
   1.8627879e+02   3.1770786e-01   4.6363885e-01   8.3016977e-01   5.2622454e-01
   1.9067475e+02   3.2567624e-01   4.7289310e-01   8.3540964e-01   5.3209970e-01
   1.9507071e+02   3.3356965e-01   4.8196361e-01   8.4040038e-01   5.3801536e-01
   1.9946667e+02   3.4138625e-01   4.9085215e-01   8.4515727e-01   5.4395568e-01
