0.100	1.019
0.109	1.000
0.138	1.019
0.201	1.019
0.314	1.019
0.697	1.019
1.399	1.019
1.625	0.911
1.751	0.665
1.887	0.381
1.958	0.168
2.033	0.091
2.190	0.031
2.420	0.014
2.512	0.009
2.810	0.005
3.104	0.003
3.429	0.002
4.343	0.001
5.235	6.057e-4
5.929	4.500e-4
6.884	3.047e-4
8.194	2.181e-4
10.642	1.182e-4
