   7.5000000e+00   5.9151200e-05   1.0000000e-02   1.0000000e-02   1.0000000e-02   1.0000000e-02
   7.3750000e+00   9.3126480e-05   1.0033701e-02   8.7836196e-03   8.7839174e-03   6.7305253e-03
   7.2500000e+00   1.4189747e-04   1.0081922e-02   7.7405618e-03   7.7412009e-03   4.5670769e-03
   7.1250000e+00   2.1174821e-04   1.0150990e-02   6.8534030e-03   6.8544406e-03   3.1400838e-03
   7.0000000e+00   3.1155500e-04   1.0249840e-02   6.1099000e-03   6.1114139e-03   2.2083536e-03
   6.8750000e+00   4.5382187e-04   1.0390865e-02   5.5027224e-03   5.5048243e-03   1.6184249e-03
   6.7500000e+00   6.5613796e-04   1.0590849e-02   5.0305253e-03   5.0333806e-03   1.2718774e-03
   6.6250000e+00   9.4314899e-04   1.0874517e-02   4.6989726e-03   4.7027962e-03   1.1101344e-03
   6.5000000e+00   1.3491600e-03   1.1276254e-02   4.5233115e-03   4.5284305e-03   1.1024271e-03
   6.3750000e+00   1.9218956e-03   1.1843090e-02   4.5299626e-03   4.5369151e-03   1.2406805e-03
   6.2500000e+00   2.7275621e-03   1.2638229e-02   4.7595505e-03   4.7692908e-03   1.5357268e-03
   6.1250000e+00   3.8573736e-03   1.3752299e-02   5.2701823e-03   5.2841189e-03   2.0175516e-03
   6.0000000e+00   5.4362100e-03   1.5308904e-02   6.1482363e-03   6.1690011e-03   2.7361161e-03
   5.8750000e+00   7.6349068e-03   1.7473437e-02   7.5138960e-03   7.5465180e-03   3.7698456e-03
   5.7500000e+00   1.0685708e-02   2.0464718e-02   9.5287470e-03   9.5831059e-03   5.2211192e-03
   5.6250000e+00   1.4902332e-02   2.4584383e-02   1.2408293e-02   1.2500165e-02   7.2455721e-03
   5.5000000e+00   2.0707100e-02   3.0231615e-02   1.6447828e-02   1.6608072e-02   1.0035154e-02
   5.3750000e+00   2.8664569e-02   3.7899576e-02   2.2034481e-02   2.2322691e-02   1.3862073e-02
   5.2500000e+00   3.9524196e-02   4.8348749e-02   2.9565466e-02   3.0081224e-02   1.9091350e-02
   5.1250000e+00   5.4277386e-02   6.2365536e-02   3.9927804e-02   4.0880213e-02   2.6158173e-02
   5.0000000e+00   7.4076100e-02   8.0620444e-02   5.3568113e-02   5.5305419e-02   3.5528253e-02
   4.8750000e+00   9.8780720e-02   1.0293315e-01   6.9940900e-02   7.2944960e-02   4.6557467e-02
   4.7500000e+00   1.2843757e-01   1.2914025e-01   8.8525996e-02   9.3460247e-02   5.8829094e-02
   4.6250000e+00   1.6436708e-01   1.5985930e-01   1.1004089e-01   1.1785153e-01   7.3155092e-02
   4.5000000e+00   2.0799500e-01   1.9571944e-01   1.3506375e-01   1.4714118e-01   9.0355393e-02
   4.3750000e+00   2.6111138e-01   2.3731576e-01   1.6418771e-01   1.8258387e-01   1.1120369e-01
   4.2500000e+00   3.2588725e-01   2.8516222e-01   1.9795807e-01   2.2567842e-01   1.3656242e-01
   4.1250000e+00   4.0492701e-01   3.3949889e-01   2.3691696e-01   2.7819814e-01   1.6784494e-01
   4.0000000e+00   5.0134200e-01   4.0019795e-01   2.8137405e-01   3.4224227e-01   2.0638288e-01
   3.8750000e+00   6.1880983e-01   4.6666534e-01   3.3125223e-01   4.2025485e-01   2.5332293e-01
   3.7500000e+00   7.6163773e-01   5.3763377e-01   3.8597450e-01   5.1503099e-01   3.1031162e-01
   3.6250000e+00   9.3480270e-01   6.1115644e-01   4.4490960e-01   6.2977782e-01   3.7959389e-01
   3.5000000e+00   1.1439700e+00   6.8457555e-01   5.0685628e-01   7.6802549e-01   4.6308470e-01
   3.3750000e+00   1.3954908e+00   7.5495899e-01   5.6960967e-01   9.3358355e-01   5.6255944e-01
   3.2500000e+00   1.6963496e+00   8.1874020e-01   6.3105626e-01   1.1308596e+00   6.8072743e-01
   3.1250000e+00   2.0540444e+00   8.7301925e-01   6.8857988e-01   1.3650856e+00   8.1979241e-01
   3.0000000e+00   2.4763900e+00   9.1655315e-01   7.3990885e-01   1.6412009e+00   9.8101785e-01
   2.9355054e+00   2.7221810e+00   9.3480562e-01   7.6377811e-01   1.8015451e+00   1.0738064e+00
   2.8710109e+00   2.9883394e+00   9.5009459e-01   7.8600234e-01   1.9748266e+00   1.1739566e+00
   2.8065163e+00   3.2758801e+00   9.6250601e-01   8.0637641e-01   2.1615766e+00   1.2818834e+00
   2.7420217e+00   3.5857756e+00   9.7241915e-01   8.2458520e-01   2.3622932e+00   1.3978059e+00
   2.6815163e+00   3.8976149e+00   9.7990090e-01   8.3976885e-01   2.5636613e+00   1.5138515e+00
   2.6210109e+00   4.2305562e+00   9.8566692e-01   8.5346913e-01   2.7779346e+00   1.6368295e+00
   2.5605054e+00   4.5851450e+00   9.8986616e-01   8.6570898e-01   3.0052733e+00   1.7667218e+00
   2.5000000e+00   4.9618200e+00   9.9294275e-01   8.7653029e-01   3.2457492e+00   1.9034718e+00
